0	95.88638696	25.69267995	-95.86285512
1	70.19370701	70.19370701	-95.86285512
2	25.69267995	95.88638696	-95.86285512
3	-25.69267995	95.88638696	-95.86285512
4	-70.19370701	70.19370701	-95.86285512
5	-95.88638696	25.69267995	-95.86285512
6	-95.88638696	-25.69267995	-95.86285512
7	-70.19370701	-70.19370701	-95.86285512
8	-25.69267995	-95.88638696	-95.86285512
9	25.69267995	-95.88638696	-95.86285512
10	70.19370701	-70.19370701	-95.86285512
11	95.88638696	-25.69267995	-95.86285512
12	137.2440216	0	-14.42492793
13	118.8568092	68.62201078	-14.42492793
14	68.62201078	118.8568092	-14.42492793
15	0	137.2440216	-14.42492793
16	-68.62201078	118.8568092	-14.42492793
17	-118.8568092	68.62201078	-14.42492793
18	-137.2440216	0	-14.42492793
19	-118.8568092	-68.62201078	-14.42492793
20	-68.62201078	-118.8568092	-14.42492793
21	0	-137.2440216	-14.42492793
22	68.62201078	-118.8568092	-14.42492793
23	118.8568092	-68.62201078	-14.42492793
24	95.88638696	25.69267995	95.86285512
25	70.19370701	70.19370701	95.86285512
26	25.69267995	95.88638696	95.86285512
27	-25.69267995	95.88638696	95.86285512
28	-70.19370701	70.19370701	95.86285512
29	-95.88638696	25.69267995	95.86285512
30	-95.88638696	-25.69267995	95.86285512
31	-70.19370701	-70.19370701	95.86285512
32	-25.69267995	-95.88638696	95.86285512
33	25.69267995	-95.88638696	95.86285512
34	70.19370701	-70.19370701	95.86285512
35	95.88638696	-25.69267995	95.86285512
